run,label,step,tool_call_count_mean,reward_mean
base_t12_ignore_exceed_0527,"base init, T12 ignore-exceed",99,3.8515625,0.43359375
base_t12_ignore_exceed_0527,"base init, T12 ignore-exceed",100,3.775390625,0.361328125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",1,1.69921875,0.494140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",2,1.67578125,0.5
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",3,1.845703125,0.462890625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",4,1.970703125,0.453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",5,1.87109375,0.43359375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",6,1.751953125,0.4453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",7,2.166015625,0.41015625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",8,1.787109375,0.44921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",9,1.958984375,0.478515625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",10,1.865234375,0.388671875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",11,1.888671875,0.4375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",12,1.748046875,0.419921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",13,1.919921875,0.44140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",14,1.890625,0.4140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",15,1.857421875,0.431640625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",16,1.736328125,0.474609375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",17,1.9375,0.4453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",18,1.865234375,0.537109375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",19,1.71484375,0.44921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",20,1.8828125,0.451171875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",21,1.91015625,0.40234375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",22,1.978515625,0.4765625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",23,2.03515625,0.4765625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",24,1.6171875,0.544921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",25,1.654296875,0.486328125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",26,1.734375,0.458984375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",27,2.052734375,0.455078125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",28,1.806640625,0.4140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",29,2.095703125,0.37890625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",30,1.908203125,0.453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",31,1.806640625,0.435546875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",32,2.05078125,0.451171875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",33,1.83984375,0.49609375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",34,2.158203125,0.384765625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",35,1.74609375,0.5
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",36,1.6796875,0.466796875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",37,1.98046875,0.455078125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",38,1.779296875,0.439453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",39,1.93359375,0.447265625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",40,2.076171875,0.50390625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",41,2.146484375,0.390625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",42,1.80078125,0.455078125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",43,1.87109375,0.470703125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",44,1.767578125,0.544921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",45,2.056640625,0.412109375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",46,1.95703125,0.474609375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",47,1.884765625,0.5
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",48,1.857421875,0.455078125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",49,1.8828125,0.396484375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",50,1.9609375,0.470703125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",51,2.099609375,0.38671875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",52,1.982421875,0.41796875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",53,2.03125,0.474609375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",54,2.02734375,0.462890625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",55,2.025390625,0.4375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",56,2.0078125,0.48828125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",57,1.951171875,0.4296875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",58,2.123046875,0.45703125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",59,2.07421875,0.478515625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",60,2.234375,0.43359375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",61,2.025390625,0.443359375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",62,2.099609375,0.498046875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",63,2.240234375,0.3671875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",64,2.1171875,0.48046875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",65,2.166015625,0.517578125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",66,2.1484375,0.453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",67,1.98046875,0.48046875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",68,2.25390625,0.515625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",69,2.150390625,0.47265625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",70,1.98828125,0.45703125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",71,2.244140625,0.494140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",72,2.13671875,0.427734375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",73,2.291015625,0.42578125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",74,2.205078125,0.4296875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",75,2.326171875,0.3984375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",76,2.203125,0.45703125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",77,2.42578125,0.396484375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",78,2.248046875,0.419921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",79,2.1796875,0.44140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",80,2.29296875,0.419921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",81,2.2890625,0.419921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",82,2.259765625,0.443359375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",83,2.3984375,0.435546875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",84,2.146484375,0.443359375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",85,2.357421875,0.45703125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",86,2.17578125,0.474609375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",87,2.12890625,0.47265625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",88,2.4375,0.3984375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",89,2.421875,0.453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",90,2.384765625,0.4609375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",91,2.650390625,0.41015625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",92,2.1953125,0.466796875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",93,2.51953125,0.40625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",94,2.5703125,0.388671875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",95,2.53515625,0.41015625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",96,2.4453125,0.40625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",97,2.48828125,0.412109375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",98,2.966796875,0.33984375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",99,2.66796875,0.400390625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",100,2.71484375,0.416015625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",101,2.451171875,0.45703125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",102,2.796875,0.341796875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",103,2.625,0.36328125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",104,2.703125,0.34375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",105,2.869140625,0.337890625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",106,2.9765625,0.357421875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",107,2.67578125,0.4140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",108,2.57421875,0.39453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",109,2.8984375,0.3359375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",110,2.56640625,0.4375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",111,2.708984375,0.349609375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",112,2.75,0.392578125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",113,2.7421875,0.376953125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",114,2.798828125,0.369140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",115,2.814453125,0.369140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",116,2.587890625,0.30859375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",117,2.900390625,0.326171875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",118,2.517578125,0.365234375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",119,2.685546875,0.35546875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",120,2.71484375,0.287109375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",121,2.828125,0.314453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",122,2.208984375,0.38671875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",123,2.5546875,0.341796875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",124,2.931640625,0.328125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",125,2.46484375,0.33984375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",126,2.126953125,0.369140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",127,2.0859375,0.349609375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",128,2.2734375,0.353515625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",129,2.048828125,0.318359375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",130,2.015625,0.361328125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",131,1.84375,0.392578125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",132,1.802734375,0.361328125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",133,1.583984375,0.412109375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",134,1.962890625,0.318359375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",135,1.96875,0.31640625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",136,1.720703125,0.373046875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",137,1.814453125,0.3515625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",138,1.94921875,0.365234375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",139,2.048828125,0.35546875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",140,1.83203125,0.34765625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",141,1.44921875,0.408203125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",142,1.5390625,0.416015625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",143,1.75,0.33984375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",144,1.3828125,0.365234375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",145,1.681640625,0.357421875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",146,1.6875,0.337890625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",147,1.455078125,0.36328125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",148,1.34375,0.375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",149,1.6328125,0.39453125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",150,1.634765625,0.34765625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",151,1.390625,0.3828125
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",152,1.2578125,0.369140625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",153,1.529296875,0.412109375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",154,1.58984375,0.37890625
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",155,1.53515625,0.380859375
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",156,1.599609375,0.404296875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",157,1.185546875,0.44921875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",158,1.458984375,0.357421875
base_t6_ignore_exceed_0526,"base init, T6 ignore-exceed",159,1.365234375,0.3671875
